offerId,hotel_name,image,stars,country,city,start_date,end_date,max_adults,max_children_to_3,max_children_to_10,max_children_to_18,meals,price,room_type,discount,available
475,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-04-29,2023-05-09,3,2,0,1,breakfast_only,1.00,Studio,50,true
476,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-11-30,2023-12-14,3,2,2,2,all_inclusive,1.00,Suite,0,true
477,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-11-16,2023-11-23,2,2,0,2,all_inclusive,1.00,Villa,0,true
478,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-10-05,2023-10-12,3,1,2,0,all_inclusive,1.00,Studio,0,true
479,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-04-10,2023-04-20,2,0,1,2,breakfast_only,1.00,Studio,0,true
480,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-04-07,2023-04-21,2,1,2,1,all_inclusive,1.00,Room,0,true
481,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-10-05,2023-10-12,4,1,0,1,breakfast_lunch,1.00,Room,0,true
482,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-12-28,2024-01-11,1,2,2,2,all_inclusive,1.00,Villa,0,true
483,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-03-29,2023-04-08,3,1,0,1,breakfast_only,1.00,Suite,25,true
484,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-07-27,2023-08-10,2,0,0,1,breakfast_only,1.00,Villa,0,true
485,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-02-14,2023-02-21,4,1,0,1,breakfast_only,1.00,Studio,0,true
486,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-07-20,2023-08-03,4,0,1,1,breakfast_lunch,1.00,Suite,0,true
487,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-08-13,2023-08-20,4,2,1,1,breakfast_only,1.00,Villa,0,true
488,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-01-16,2023-01-30,3,2,1,1,all_inclusive,1.00,Suite,0,true
489,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-07-04,2023-07-11,1,1,1,2,breakfast_only,1.00,Room,0,true
490,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-10-02,2023-10-12,4,2,2,2,breakfast_only,1.00,Studio,0,true
491,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-10-19,2023-10-26,4,1,1,0,breakfast_only,1.00,Suite,0,true
492,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-08-11,2023-08-18,1,0,1,0,all_inclusive,1.00,Suite,0,true
493,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-06-13,2023-06-23,4,1,0,0,all_inclusive,1.00,Studio,0,true
494,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-03-18,2023-03-25,2,0,2,2,breakfast_lunch,1.00,Suite,0,true
495,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-06-26,2023-07-10,4,2,2,0,all_inclusive,1.00,Room,0,true
496,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-12-21,2023-12-31,1,0,1,2,breakfast_only,1.00,Suite,0,true
497,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-05-24,2023-06-03,4,1,1,2,breakfast_lunch,1.00,Studio,0,true
498,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-04-15,2023-04-25,4,2,0,0,all_inclusive,1.00,Studio,0,true
499,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-01-25,2023-02-08,4,0,0,0,all_inclusive,1.00,Villa,0,true
500,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-12-18,2024-01-01,2,0,2,1,breakfast_lunch,1.00,Villa,0,true
501,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-11-21,2023-12-05,2,2,0,2,breakfast_lunch,1.00,Room,0,true
502,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-09-29,2023-10-06,1,1,1,2,breakfast_lunch,1.00,Villa,0,true
503,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-04-01,2023-04-15,4,0,2,2,breakfast_only,1.00,Studio,0,true
504,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-01-24,2023-02-07,1,2,1,1,breakfast_only,1.00,Room,0,true
505,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-04-22,2023-05-06,4,1,0,0,all_inclusive,1.00,Suite,0,true
506,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-02-27,2023-03-09,2,2,1,2,breakfast_lunch,1.00,Studio,0,true
507,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-06-11,2023-06-18,4,1,1,1,all_inclusive,1.00,Studio,0,true
508,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-05-08,2023-05-18,4,0,1,1,breakfast_only,1.00,Studio,0,true
509,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-02-15,2023-02-22,2,0,1,2,breakfast_only,1.00,Studio,0,true
510,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-09-25,2023-10-09,2,2,2,0,breakfast_only,1.00,Suite,0,true
511,STALIS HOTEL,https://www.coraltravel.pl/hotels_min/43/69/22400/grecja-kreta-stalis-hotel-basen.jpg,3,Grecja,Kreta,2023-02-12,2023-02-19,3,1,1,2,breakfast_lunch,1.00,Suite,0,true
512,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-06-26,2023-07-10,3,1,1,2,breakfast_only,1.00,Room,0,true
513,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-12-04,2023-12-11,4,1,1,0,breakfast_only,1.00,Room,0,true
514,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-09-18,2023-09-25,4,0,0,2,breakfast_lunch,1.00,Suite,0,true
515,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-06-05,2023-06-19,1,2,0,0,breakfast_only,1.00,Studio,0,true
516,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-03-15,2023-03-29,3,1,0,0,all_inclusive,1.00,Studio,0,true
517,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-11-08,2023-11-18,3,1,0,2,breakfast_only,1.00,Suite,0,true
518,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-11-09,2023-11-16,3,2,2,0,all_inclusive,1.00,Room,0,true
519,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-01-23,2023-02-06,4,0,0,0,breakfast_lunch,1.00,Room,0,true
520,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-07-03,2023-07-17,1,1,2,2,breakfast_lunch,1.00,Studio,0,true
521,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-12-10,2023-12-20,4,0,0,1,breakfast_lunch,1.00,Studio,0,true
522,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-03-17,2023-03-31,4,2,0,2,breakfast_lunch,1.00,Room,0,true
523,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-08-30,2023-09-09,1,2,1,2,all_inclusive,1.00,Studio,0,true
524,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-12-24,2024-01-07,1,2,0,1,breakfast_only,1.00,Studio,0,true
525,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-12-06,2023-12-16,3,0,2,2,all_inclusive,1.00,Room,0,true
526,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-07-08,2023-07-15,3,1,0,2,breakfast_lunch,1.00,Studio,0,true
527,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-05-26,2023-06-02,1,1,2,1,breakfast_lunch,1.00,Villa,10,true
528,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-11-02,2023-11-16,4,1,1,0,breakfast_lunch,1.00,Suite,0,true
529,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-03-24,2023-03-31,3,2,2,2,breakfast_only,1.00,Suite,25,true
530,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-10-24,2023-11-07,4,2,0,0,breakfast_only,1.00,Villa,0,true
531,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-04-20,2023-05-04,1,1,2,2,all_inclusive,1.00,Villa,0,true
532,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-08-12,2023-08-22,4,1,1,1,breakfast_lunch,1.00,Studio,0,true
533,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-07-17,2023-07-31,3,0,0,2,all_inclusive,1.00,Studio,0,true
534,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-05-12,2023-05-26,2,0,1,1,breakfast_lunch,1.00,Suite,0,true
535,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-02-11,2023-02-18,3,0,2,1,all_inclusive,1.00,Suite,0,true
536,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-01-13,2023-01-20,1,1,1,0,breakfast_lunch,1.00,Studio,0,true
537,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-05-25,2023-06-04,2,1,1,1,breakfast_only,1.00,Suite,0,true
538,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-10-31,2023-11-10,4,2,2,0,breakfast_only,1.00,Room,0,true
539,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-02-06,2023-02-16,1,1,1,0,breakfast_lunch,1.00,Studio,0,true
540,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-06-26,2023-07-06,3,0,0,1,breakfast_only,1.00,Studio,0,true
541,EVRIDIKA,https://www.coraltravel.pl/hotels_min/10/11851/12925/bułgaria-burgas-evridika-plaza-i-hotel.jpg,3,Bułgaria,Burgas,2023-06-08,2023-06-18,2,0,0,2,breakfast_only,1.00,Studio,0,true
542,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-12-26,2024-01-09,3,2,0,0,breakfast_lunch,1.00,Room,0,true
543,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-09-23,2023-10-07,4,2,2,1,all_inclusive,1.00,Room,0,true
544,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-04-02,2023-04-09,4,1,0,2,all_inclusive,1.00,Studio,0,true
545,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-04-11,2023-04-18,4,1,2,0,breakfast_lunch,1.00,Room,0,true
546,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-05-24,2023-06-07,1,2,1,0,breakfast_only,1.00,Villa,0,true
547,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-01-20,2023-01-30,4,1,1,0,breakfast_only,1.00,Room,25,true
548,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-04-21,2023-05-05,2,2,2,1,breakfast_lunch,1.00,Suite,10,true
549,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-10-06,2023-10-16,2,0,0,2,breakfast_lunch,1.00,Villa,0,true
550,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-08-06,2023-08-13,1,2,0,1,breakfast_only,1.00,Suite,0,true
551,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-04-19,2023-04-26,1,1,1,2,all_inclusive,1.00,Suite,0,true
552,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-10-02,2023-10-09,4,2,2,1,all_inclusive,1.00,Suite,0,true
553,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-09-23,2023-09-30,4,2,1,0,breakfast_lunch,1.00,Studio,0,true
554,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-07-28,2023-08-11,2,1,1,0,breakfast_only,1.00,Studio,0,true
555,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-12-18,2024-01-01,4,2,1,1,breakfast_lunch,1.00,Villa,0,true
556,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-09-24,2023-10-01,1,0,2,2,all_inclusive,1.00,Suite,0,true
557,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-06-13,2023-06-27,4,1,1,1,breakfast_lunch,1.00,Studio,0,true
558,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-10-09,2023-10-23,1,0,1,0,breakfast_only,1.00,Room,0,true
559,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-04-29,2023-05-06,3,0,2,2,breakfast_lunch,1.00,Villa,0,true
560,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-03-04,2023-03-11,1,1,0,0,breakfast_lunch,1.00,Studio,0,true
561,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-07-30,2023-08-09,4,2,1,1,breakfast_only,1.00,Villa,0,true
562,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-10-04,2023-10-18,4,2,1,2,breakfast_only,1.00,Suite,0,true
563,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-11-21,2023-11-28,3,0,2,2,breakfast_lunch,1.00,Suite,0,true
564,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-07-06,2023-07-16,2,1,2,0,breakfast_lunch,1.00,Suite,0,true
565,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-12-25,2024-01-04,3,1,0,2,all_inclusive,1.00,Studio,0,true
566,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-01-31,2023-02-10,3,2,2,2,breakfast_only,1.00,Studio,0,true
567,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-10-15,2023-10-29,4,1,0,1,breakfast_lunch,1.00,Room,0,true
568,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-05-12,2023-05-26,2,0,1,0,all_inclusive,1.00,Villa,0,true
569,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-06-15,2023-06-22,1,1,1,2,breakfast_lunch,1.00,Room,0,true
570,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-11-18,2023-11-25,3,2,1,0,breakfast_lunch,1.00,Studio,0,true
571,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-12-12,2023-12-22,4,0,2,1,breakfast_lunch,1.00,Room,0,true
572,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-03-06,2023-03-20,4,2,2,0,breakfast_only,1.00,Studio,0,true
573,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-01-18,2023-01-25,1,2,2,1,breakfast_lunch,1.00,Studio,0,true
574,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-06-16,2023-06-30,3,0,2,2,all_inclusive,1.00,Suite,0,true
575,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-04-23,2023-04-30,1,1,0,2,breakfast_only,1.00,Studio,0,true
576,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-09-12,2023-09-22,3,0,1,1,breakfast_lunch,1.00,Suite,0,true
577,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-08-10,2023-08-17,3,0,1,0,breakfast_lunch,1.00,Villa,0,true
578,APARTHOTEL ROYAL SUN HOTEL (EX. ROYAL SUN HOTEL),https://www.coraltravel.pl/hotels_min/10/11851/20147/bulgaria-burgas-aparthotel-royal-sun-bulgaria-wakacje.jpg,2,Bułgaria,Burgas,2023-08-22,2023-08-29,3,1,2,2,breakfast_lunch,1.00,Studio,0,true
